year,statement
2005,"Principal Deputy Assistant Attorney General, Office of Legal Counsel, May 30, 2005, Re: Application of UnitedStates Obligations Under Article 16of theConvention Against Tortureto CertainTechniques that May be UsedintheInterrogationofHigh ValueAlQaedaDetainees,pp.10-11,citingIGSpecialReview, pp.85-91."
2005,"The Detainee Treatment Act passed on December 30, 2005."
2005,"Letter from Senior Deputy General Counsel John Rizzo to Acting Assistant Attome^Genera^radb^, December 19, 2005 (DTS #2009-1809)."
2005,"The distinction between standard and enhanced interrogation techniques, which began in January 2003, was eliminated by CIA leadership in 2005."
2005,"The first was a memorandum that evaluated whether six detention conditions in the CIA's detention program were consistent with the Detainee Treatment Act.^""^^' The second, provided in the form of a letter, concluded that those same six conditions did not violate the requirements of Common Article 3 of the Geneva 2405 Letter from Senior Deputy General Counsel John Rizzo to Acting Assistant Attorney General Bradbury, December 19, 2005 (DTS #2009-1809)."
2005,"See| 29520 29520J 29770^^^^^^H^H||^^^^Hint^iew of [CIA OFFICER December 2002; ^^m^^^^^^^Hntervie^o^iammond DUNBAR, January 9, 2003; Memorandum for Deputy Director of Operati^nsr^oiti^^ January 28, 2003, Subiect^eatlUnvestigation - Gul RAHMAN; CIA Inspector General, Report of Investigation, Deathof a Detainee (2003-7402-IG), April 27, 2005; and CIA InspectorGeneral,SpecialReview, Counterterrorism Detention AndInterrogation Activities (September 2001 - October 2003), May 7, 2004."
2005,"See, forexample^^^^^HH^^l31369(151028Z 10361 HEADQUARTERS^^•(1^55Z SEP05);HEADQUARTERS(212005ZJUN05); HEADQUARTERS (202036Z JUN 05)."
2005,"Finally, the OLC memorandum repeated a number of earlier inaccurate CIA representations on the effectiveness of the program, citing both the CIA's ""Effectiveness Memo"" and its own May 30, 2005, memorandum."
2005,"As in the May 30, 2005 OLC memorandum, the July 20, 2007, OLC memorandum conducted an analysis of the ""shocks the conscience"" test under the Fifth Amendment of the U.S. Constitution, emphasizing the fact-specific nature of the analysis."
2005,"I n October 2005, a cable stated, ""a body of reporting indicates that East Africa al-Qa'ida network operatives are currently planning attacks on U.S. interests in the region, particularly... the U.S. military base Camp Lemonier in Djibouti,""'^^^ In April 2007, the continued terrorist threat reporting against Camp Lemonier resulted in a request for the Camp to further ""alter their security practices."
2005,"Citing both the CIA's March 2005 ""Effectiveness Memo"" and the president's September 6, 2006, speech describing the interrogation program, the July 2007 OLC memorandum repeated the CIA assertion that the CIA's enhanced interrogation techniques produced ""otherwise unavailable intelligence."""
2005,"This OLC mejiiorandum citesCIA memorandum for Steve Bradbury at the Department of Justice, dated March 2, 2005, from H H I ' H I Legal Group, DCI Counterterrorist Center, subject ""Effectiveness ofthe CIA Counterterrorist Interrogation Techniques."""
2005,"See also CIA Memorandum for Steve Bradbury at Office of Legal Counsel, Department of Justice, dated March 2,2005, from Legal Group, DCI Countertenorist Center, subject ""Effectiveness of the CIA Countertenorist Interrogation Techniques"" and Classified Statement for the Record, Senate Select ComnTittee on Intelligence, provided by General Michael V. Hayden, Director, Central Intelligence Agency, 12 April 2007 (DTS #2007-1563)."
2005,"April 7,2005, BriefingforBlueRibbonPai^^ Renditio^ Detention, and Interrogation Programs at22; Memorandum for C h i e f , | | | m m | | | | m i | | | B | , via CTC Legal from Cliief, CTC/RDG, July 28, 2003, Subject: Decertification of former Interrogator."
2005,"On more than one occasion the CIA directed CIA personnel at Guantanamo Bay, Cuba, not to brief a visiting Committee member about the CIA detention facility there, including during a July 2005 visit by Chairman Roberts.^'^^ I"" 2004, the Committee conducted two hearings on the CIA's role in interrogating U.S. militai'y detainees at Abu Ghraib prison in Iraq."
2005,"See Memorandum for Chief, via ICTCLegalfromChief,CTC/RDG,July 28, 2003, Subject: Decertification of former Intenogator, signed by [CIA OFFICER 1] on July 29, 2003; and April 7, 2005, Briefing for Blue Ribbon Panel: CIA Rwjdition, Detention, and Interrogation Programs at 22; Memorandum for Chief, H j j j H H U H i H H ' H H Legal from Chief, CTC/RDG, July 28, 2003, Subject: Decertification of former Intenogator."
2005,"See HEADQUARTERS subject ""RESTRICTED ACCESS TO [DETENTION SITE COBAL T] AND [DETENTION SITE ORANGE]""; email from: HH|||||||||||toJPB||^^ cc: Jose Rodriguez, [REDACTEDJ^^^BH, [REDACTEDL^^^^MBjREDACTEDr[REDACTED]; subject; guidance to |flgitmo; date: May 14,2004; forwarding final cable: HEADQUARTERS | m (14I502Z MAY 04), subject ""Possible Brie^ US Senator""; email from: Stanley Moskowitz; to: [REDACTED]; cc: [REDACTED]; subject: Re: guidance to 2004; CIA responses to Questions for the Record, March 13, 2008 (DTS #2008-1310); ""CODEL Roberts to Miami/Guantanamo, 7-8 July 2005,"" dated 5July, H|[| 902860."
2005,"September 4, 2003, CIA Memorandum for the Record, Subject: Member Briefing January 6, 2004, Letter from | 1696 I; headqijartersMB|^^^^^B|Kh^dquarters Page 119 of 499 UNCLASSIFIED DIRECTOR ?TOP SECRET// //NOFORN 2296 (101709Z 04) 2296 (101709Z 04) Details in June 13, 2005, Letter to ICRC, responding to 2004 ICRC note verbale."
2005,"See| 29520 29520J 29770^^^^^^H^H||^^^^Hint^iew of [CIA OFFICER December 2002; ^^m^^^^^^^Hntervie^o^iammond DUNBAR, January 9, 2003; Memorandum for Deputy Director of Operati^nsr^oiti^^ January 28, 2003, Subiect^eatlUnvestigation - Gul RAHMAN; CIA Inspector General, Report of Investigation, Deathof a Detainee (2003-7402-IG), April 27, 2005; and CIA InspectorGeneral,SpecialReview, Counterterrorism Detention AndInterrogation Activities (September 2001 - October 2003), May 7, 2004."
2005,"May 12, 2004 (DTS #2004-2332); Transcript of hearing, September 13,2004 (DTS #2005-0750)."
2005,"D. Vice Chairman Rockefeller Seeks Committee Investigation On February 3, 2005, Vice Chairman Rockefeller began a formal effort to conduct a comprehensive Committee investigation of the CIA's detention, inten""ogation and rendition activities, including a review of the legality and effectiveness of CIA interrogations.On March 3, 2005, a CIA official wrote that Vice Chairman Rockefeller was ""convinced that we're hiding stuff from him"" and that the CIA had planned a detailed briefing to ""shutRockefellerup."
2005,"""^'^^'^ TheonlyCommitteerecordsofthisbriefing,whichtookplaceon March 7, 2005, are handwritten notes written by Vice Chairman Rockefeller and the minority staffdirector.^""^^^ Shortlyafterthisbriefing,dievicechairmanreiteratedhiscallforabroad Committee investigation of the CIA's Detention and Interrogation Program, which he and the ranking member of the HPSCI, Jane Harman, described in a letter to Vice President Cheney There is no Committee record of a response to the letter."
2005,"Among otherdocuments, see the August 5, 2003, CIA Memorandum for the Record from Scott Muller from a July 29,2003, National Security Council Principals Meeting with the subject, ""Review of Inteaogation Program on 29 July 2003,"" as well as the accompanying briefing slides, ""CIA Interrogation Program, July 29, 2003""; March 4, 2005, Briefing for Vice President Cheney: CIA Detention and Interrogation Program."
2005,"Febmary 3, 2005, letter from Senator Rockefeller to Senator Roberts on ""the Committee's upcoming agenda,"" (letter incorrectly dated February 3, 2004)."
2005,"Sametime message discussion between and [REDACTED], March 3, 2005."
2005,"Letter to Senator Roberts from minority SSCI members, March 10, 2005 (DTS #2005-1126); Letter to Vice President Cheney from Vice Chairman Rockefeller and Representative Harman, March 11, 2005; Letter from Senator Rockefeller, March 11, 2005."
2005,"Page 441 of 499 UNCLASSIFIED nil 11 III I InilIIII11 ?TOP SECRET// //NOFORN UNCLASSIFIED Apnl 13, 2005, the day before an anticipated Committee vote oiUh^jicechairman's proposed investigation of the CIA program, the chief of ALEC Station, and the deputy chief ofCTC, Philip Mudd, discussed a press strategy to shapepublicandcongressionalviewsoftheprogram."
2005,"I, April 13, 2005, from 19:23:50 to See email from: CIA Inspector General John Helgerson; to: subject: this afternoon's briefing; date: April 13, 2005."
2005,"S. 109-142, Intelligence Authorization Act for Fiscal Year 2006, as Reported by the Select Committee on Intelligence (DTS #2005-4028)."
2005,"10496 (1620I4Z FEB 03)^or more information, see a March 7, 2005, cable describing Abu Zubaydah|^xplanations more fully ( | ^ | 2166 (070647Z MAR 05))."
2005,"2'*®° LetterfromJohi^^izzotoJohnRockefelle^ueu^^ 16,2005(DTS#2005-3522)."
2005,"TheDNI,pursuantto the advice of former HmCTC Legal, ^m^^^mi^upnorted the CIA's proposed limitations on ^^litte^ccess to the documents (emailfromTI^B^^HiH' to- Michael Leiter; cc: David Shedd, and others; subject: Review ofDocuments Requested by Senator Rockefeller; date: December 16, 2005; Letter from David Shedd to Andy Johnson, January 5, 2006 (DTS #2006-0373))."
2005,"The CIA Provides Inaccurate Information to Select Members of the National Security Council, Represents that ""Termination of This Program Will Result in Loss of Life, Possibly Extensive""; Policymakers Reauthorize Program Additional Oversight and Outside Pressure in 2004; ICRC, Inspector General, Congress, and the U.S. Supreme Court 110 HI I l l I l l 113 115 115 117 119 L. M. The Pace of CIA Operations Slows; Chief of Base Concerned About ""Inexperienced, Marginal, Underperforming"" CIA Personnel; Inspector General Describes Lack of Debriefers As ""Ongoing Problem"" 143 Legal and Operational Challenges in 2005 145 1."
2005,"• • • ^ • 1 and others; subject: Review ofDocuments Requested by Senator Rockefeller; date: December 16, 2005."
2005,"Page 442 of 499 UNCLASSIFIED ?TOP SECRET// //NOFORN UNCL A SSIFIED E. InResponsetoDetaineeTreatmentAct,theCIABriefsSenatorsNotontheCommittee; Proposal from Senator Levin for an Independent Commission Prompts Renewed Calls Within the CIA to Destroy Interrogation Videotapes In October and November 2005, after the Senate passed its version of the Detainee Treatment Act, the CIA, directed by the Office of the Vice President, briefed specific Republican senators, who were not on the Select Committee on Intelligence, on the CIA'sDetentionandInterrogationProgram."
2005,"(See email from: John A. Rizzo; to: H cc: [REDACTED], [REDACTED], [REDACTED], [REDACTED], [REDACTED], [REDACTED], [REDACTED]; subject: IMMEDIATE HEADS UP; VP Meeting with Appropriations Committee Leadersliip Tomonow reMcCain Amendment; date: October 17, 2005, at 10:49:39 AM; email from: John Rizzo; to: ^••••1; cc: [REDACTED], [REDACTED], [REDACTED], [REDACTED], [REDACTED], [REDACTED], [REDACTED], [REDACTED], [REDACTED], [REDACTED], [REDACTED], [REDACTED], [REDACTED]; subject: Re: IMMEDIATE: Re: Sen. Frist req for briefing on impact of McCain Amendment; date: October 31, 2005, at 10:53:16 AM."
2005,"Email from: John A. Rizzo; to: [REDACTED], [REDACTED], [REDACTED], [REDACTED], [REDACTED], [REDACTED], [REDACTED]; subject: IMMEDIATE HEADS UP: VP Meeting with Appropriations Committee Leadership Tomonow reMcCain Amendment; date: October 17, 2005, at 10:49:39 ANl Email from: John Rizzo; to: • • • H ; cc: [REDACTED], [REDACTED], [REDACTED], [REDACTED], [REDACTED], [REDACTED], [REDACTED], [REDACTED], [REDACTED], [REDACTED], [REDACTED], [REDACTED], [REDACTED]; subject: Re: IMMEDI^^ Re: Sen. Frist req for briefing on impact ofMcCain Amendment; date: October 31, 2005, at 10:53:16 AM; Talking Points for OVP Sponsored Meeting with Sen McCain; Impact of McCain Amendment on Legal Basis for CTC's HVD Detention and Interrogation Program, 20 October 2005."
2005,"Email from: John Rizzo; to: • • • • • ; cc: [REDACTED], [REDACTED], [REDACTED], [REDACTED], [REDACTED], [REDACTED], [REDACTED], [REDACTED], [REDACTED], [REDACTED], [REDACTED], B H H H i ' [REDACTED], [REDACTED]; subject: Re: IMMEDIATE: Re: Sen Frist req for briefing on impact ofMcCain Amendment; date: October 31,2005, at 10:53:16 AM."
2005,"Email from: John Rizzo; to: cc: [REDACTED], [REDACTED], [REDACTED], [REDACTED], [REDACTED], [REDACTED], [REDACTED], [REDACTED], [REDACTED], [REDACTED], [REDACTED], [REDACTED], [REDACTED]; subject: Re: IMMEDIATE: Re: Sen Frist req for briefing on impact ofMcCain Amendment; date: October 31, 2005, at 10:53:16 AM; email from: John A. Rizzo; to: David R. Shedd; cc: [REDACTED]; subject: Re: BRIEF READOUT: 31 OCT FRIST BRIEFING; date: November 1, 2005, at 2:53:40 PM."
